,months_since_lead_gen,lead_gen_channel,Gender,Age,City,airline_loyalty_tier,no_of_family_members,is_6M_enquiry,is_3M_active,Status,Converted_y_N,Prediction Probability
5264,3.0,1.0,1.0,2.342296594692339,6.0,2.0,1.0,1.0,1.0,0.0,0,0.013884677827343503
11113,4.0,2.0,1.0,2.6830619860257556,4.815972931802436,0.0,1.0,0.18402706819756465,1.0,0.8159729318024354,1,0.9589059674502711
4606,4.0,1.0,1.0,2.514581307060663,1.0,4.0,1.0,0.0,1.0,1.0,1,0.5911247255191983
5035,3.0,1.0,1.0,2.492824463854442,0.0,2.0,1.0,0.0,0.0,3.0,0,0.16197622873725206
5431,5.0,1.0,1.0,2.524977524647276,5.0,2.0,1.0,0.0,0.0,3.0,0,0.49485988450986845
10083,3.0,0.0,0.35335651530659784,2.5761119549115783,3.646643484693402,1.6466434846934022,3.0,1.0,0.0,2.0,1,0.9914902669928731
10480,5.133814637011161,0.8661853629888389,1.0,2.4798514807787893,0.8661853629888389,0.0,1.0,1.0,0.0,2.0,1,0.9523512212119806
9046,4.0,0.0,0.0,2.57196534743805,10.0,1.42510055829923,1.0,1.0,1.0,0.0,1,0.7861927578491537
4175,3.0,1.0,0.0,2.481426676229533,8.0,0.0,2.0,1.0,0.0,2.0,0,0.11791272994074063
4725,3.0,1.0,1.0,2.481426676229533,5.0,2.0,1.0,0.0,1.0,1.0,1,0.5727966417337719
1200,5.0,0.0,1.0,2.554431860990937,1.0,0.0,2.0,0.0,1.0,1.0,0,0.5432917477111585
4391,5.0,1.0,1.0,2.288176324422878,7.0,0.0,1.0,0.0,0.0,3.0,0,0.11534934913074979
4213,6.0,1.0,0.0,2.737996495258342,8.0,2.0,2.0,1.0,0.0,2.0,0,0.1512382140330622
7245,3.6041249896434695,2.0,0.3958750103565306,2.6073995505809973,6.0,2.6041249896434695,1.0,0.0,0.0,3.0,1,0.9965453586497889
4828,3.0,2.0,0.0,2.389737358340596,3.0,2.0,1.0,1.0,1.0,0.0,1,0.4494594612551885
7064,4.496369930566898,0.0,0.4963699305668978,2.5609623773530172,8.0,4.0,1.0,0.0,1.0,1.0,1,0.9878783701112932
10841,1.4363407393988674,1.5636592606011326,0.5636592606011326,2.529383332931266,9.0,2.0,1.0,0.0,1.0,1.0,1,0.9964402816423037
2466,3.0,1.0,1.0,2.288176324422878,0.0,3.0,1.0,0.0,1.0,1.0,0,0.1029610968786322
4266,5.0,2.0,0.0,2.6519433518751416,3.0,2.0,2.0,1.0,1.0,0.0,0,0.05165885637109211
8059,5.595581987478951,1.4044180125210493,1.0,2.536835899306538,3.0,3.5955819874789507,3.5955819874789507,1.0,0.0,2.0,1,0.9354744158588164
8025,4.592604661205327,2.0,1.0,2.5936984462164023,6.0,2.0,1.0,0.0,1.0,1.0,1,0.9650996123661405
4120,3.0,1.0,0.0,2.5637191659191334,9.0,2.0,1.0,0.0,0.0,3.0,0,0.6256171977774245
3769,3.0,1.0,0.0,2.481426676229533,5.0,4.0,2.0,1.0,1.0,0.0,0,0.14808149600787843
8462,5.146670460682494,0.8533295393175057,1.0,2.4657543795016004,8.853329539317505,3.0,1.0,0.0,1.0,1.0,1,0.9091631446142656
10631,4.532669460388915,1.0,1.0,2.509575382406451,5.0,1.532669460388915,1.0,1.0,0.0,2.0,1,0.9422899496683639
6752,3.0,2.0,1.0,2.715689097851082,3.0,1.0,1.0,1.0,1.0,0.0,0,0.13689866199908524
8150,4.0,0.8590769018534742,1.0,2.4202472603504166,10.0,0.8590769018534742,1.0,0.0,1.0,1.0,1,0.9514889329209193
5854,2.0,0.0,0.0,2.2683401851981295,0.0,2.0,2.0,1.0,0.0,2.0,0,0.12091625419426488
6428,6.0,2.0,0.0,2.492824463854442,2.0,2.0,2.0,1.0,1.0,0.0,0,0.1530111566312922
1106,4.0,2.0,0.0,2.6375409724130505,10.0,2.0,3.0,0.0,1.0,1.0,1,0.9893114985279031
478,5.0,2.0,1.0,2.3250797444737543,8.0,2.0,2.0,0.0,1.0,1.0,0,0.0028076520414961454
8494,5.3896304768577075,2.0,0.0,2.4995660563770628,4.0,3.0,1.0,0.0,1.0,1.0,1,0.8094983630898409
10535,4.233920134154375,1.2339201341543746,0.0,2.5637191659191334,0.0,2.0,1.0,0.0,1.0,1.0,1,0.9575938210581292
9564,4.0,0.0,0.4971948030288841,2.534187963575373,6.0,0.0,1.0,0.0,1.0,1.0,1,0.996439077903151
3488,4.0,2.0,0.0,2.4574871831877636,2.0,2.0,2.0,1.0,0.0,2.0,0,0.08548578345209022
8413,4.0,1.0,1.0,2.559589020208819,5.44470874405934,2.0,1.0,0.0,1.0,1.0,1,0.9113641655466715
3948,5.0,2.0,0.0,2.4183424053220275,4.0,2.0,2.0,0.0,1.0,1.0,0,0.02972510657568445
4166,4.0,0.0,1.0,2.554431860990937,1.0,0.0,2.0,0.0,0.0,3.0,1,0.42803779021986493
10217,4.063804816526615,1.9361951834733846,1.0,2.683258653772149,10.0,2.0,1.0,0.0,1.0,1.0,1,0.9000984419102733
8972,3.626525545818514,1.0,0.6265255458185142,2.4103383267889145,10.0,3.0,2.373474454181486,0.0,1.0,1.0,1,0.9687208521395045
10305,5.219673040208534,2.0,0.7803269597914666,2.429031809675017,9.219673040208534,2.0,2.0,0.0,0.0,3.0,1,0.8525716625353629
10322,5.0,0.0,0.0,2.625684937891211,7.629679790228619,0.0,1.0,0.0,1.0,1.0,1,0.9845386617304869
312,3.0,1.0,0.0,2.503869564022474,4.0,2.0,2.0,1.0,0.0,2.0,0,0.01720997753471203
5350,6.0,1.0,1.0,2.288176324422878,10.0,0.0,1.0,0.0,1.0,1.0,0,0.2504354616853147
12,4.0,1.0,0.0,2.3587758197041415,0.0,2.0,2.0,1.0,1.0,0.0,0,0.04208643646004032
4738,5.0,1.0,1.0,2.4318593876580854,6.0,2.0,2.0,1.0,1.0,0.0,0,0.04733651803644359
6833,5.0,1.0,1.0,2.307063035651694,2.0,2.0,2.0,0.0,1.0,1.0,0,0.009375298317963993
602,3.0,0.0,1.0,2.5350746984524526,9.0,2.0,2.0,1.0,1.0,0.0,0,0.05713700871354719
344,2.0,2.0,0.0,2.4318593876580854,4.0,2.0,1.0,1.0,1.0,0.0,0,0.19592851981967885
8828,5.0,1.0,0.9424886820219329,2.620869693938177,0.0,2.0,1.0,0.0,1.0,1.0,1,0.9472797070675445
7012,4.0,0.0,0.515375915363404,2.5815725377636167,4.515375915363404,4.0,1.0,0.0,0.0,3.0,1,0.9831550745316568
937,5.0,1.0,0.0,2.481426676229533,6.0,2.0,1.0,0.0,1.0,1.0,1,0.6384407800716045
9663,3.0,0.0,0.2739883137684276,2.524200168996,5.0,0.0,2.2739883137684274,0.0,1.0,1.0,1,0.9773013654982049
731,3.0,1.0,0.0,2.469655202750048,6.0,2.0,2.0,1.0,1.0,0.0,0,0.013785344402433012
2533,3.0,1.0,1.0,2.374572871755165,5.0,3.0,1.0,0.0,1.0,1.0,0,0.07663451847647673
550,5.0,0.0,1.0,2.4574871831877636,4.0,2.0,1.0,1.0,1.0,0.0,0,0.15157595406570512
7910,4.0,0.0,1.0,2.499620336081721,3.1241942793238,0.0,1.0,0.0,1.0,1.0,1,0.9137776903271579
4759,4.0,1.0,0.0,2.5350746984524526,8.0,1.0,1.0,0.0,0.0,3.0,0,0.38039988849767625
2096,4.0,2.0,0.0,2.4183424053220275,8.0,2.0,2.0,1.0,0.0,2.0,0,0.07716565087557957
10753,4.0,0.0,0.0,2.6077409059767933,10.0,4.0,1.5963243403056993,0.0,1.0,1.0,1,0.9750591923741195
2840,5.0,2.0,0.0,2.2474642325978444,8.0,2.0,2.0,0.0,1.0,1.0,0,0.057914467551521104
3556,4.0,1.0,1.0,2.444897673102868,1.0,2.0,1.0,0.0,1.0,1.0,0,0.12386154741741208
3726,4.0,2.0,0.0,2.5350746984524526,5.0,2.0,2.0,1.0,1.0,0.0,0,0.11763817654718815
6635,4.0,1.0,1.0,2.1512396018063,6.0,0.0,1.0,1.0,1.0,0.0,0,0.06937688924379168
9433,4.3209150141175225,0.0,0.0,2.556660680727181,9.0,0.0,1.0,0.0,1.0,1.0,1,0.979214564147648
4324,4.0,2.0,0.0,2.4183424053220275,8.0,0.0,1.0,0.0,1.0,1.0,0,0.1823580703368688
275,4.0,1.0,0.0,2.5350746984524526,3.0,2.0,1.0,0.0,1.0,1.0,1,0.8340684843344836
8451,5.837887086302497,2.0,0.0,2.358717943567877,10.0,2.9189435431512485,3.0,0.0,1.0,1.0,1,0.8604691160080703
5042,4.0,2.0,1.0,2.444897673102868,9.0,0.0,2.0,1.0,1.0,0.0,0,0.04526118995590329
8541,4.269882784976649,1.0,0.0,2.3969725519189553,4.730117215023351,2.0,2.0,1.0,1.0,0.0,1,0.5898373333872217
6250,3.0,1.0,0.0,2.4318593876580854,10.0,4.0,1.0,0.0,0.0,3.0,0,0.10714499108486449
2668,4.0,2.0,1.0,2.404313823748339,0.0,2.0,1.0,1.0,1.0,0.0,0,0.03797424690848683
6220,4.0,0.0,1.0,2.554431860990937,6.0,0.0,1.0,0.0,0.0,3.0,0,0.7442775391799569
2259,4.0,1.0,1.0,2.4183424053220275,1.0,2.0,1.0,1.0,1.0,0.0,0,0.09627369595390911
1819,3.0,0.0,0.0,2.389737358340596,5.0,2.0,1.0,1.0,1.0,0.0,0,0.13929743512987036
11105,4.229484257141309,2.0,0.2294842571413096,2.5959794301933745,9.77051574285869,0.0,1.0,0.0,1.0,1.0,1,0.8774752899452801
8936,4.008494389471242,1.0084943894712413,1.0,2.481426676229533,9.991505610528758,0.9915056105287586,1.0,0.0,1.0,1.0,1,0.716262051942432
9423,4.492967099253279,1.0,1.0,2.62661490761084,4.0,1.5070329007467214,1.0,0.0,0.0,3.0,1,0.9606272280090224
11148,3.381229221799391,0.0,1.0,2.5411469389741472,0.0,0.0,1.0,0.0,1.0,1.0,1,0.9989857189224278
8290,3.0,0.0,0.8799273542131608,2.6187959158251455,5.0,0.0,2.879927354213161,0.0,1.0,1.0,1,0.9995131450827655
3854,3.0,0.0,1.0,2.481426676229533,6.0,4.0,1.0,0.0,1.0,1.0,1,0.6975932970968036
7128,4.0,2.0,0.0,2.570715591295538,1.0,2.0,2.489515282629196,0.0,1.0,1.0,1,0.9857488035700108
8902,3.929047587759486,1.9290475877594861,0.0,2.618312576059355,9.0,1.0709524122405139,1.0,1.0,0.0,2.0,1,0.7633239865971966
1774,5.0,0.0,0.0,2.444897673102868,6.0,1.0,3.0,1.0,1.0,0.0,1,0.759684450260586
6679,4.0,2.0,1.0,2.5985366483993895,10.0,2.0,1.0,0.0,1.0,1.0,1,0.7555980289648039
2976,4.0,1.0,0.0,2.554431860990937,9.0,2.0,1.0,1.0,0.0,2.0,0,0.36944669768101207
3218,4.0,0.0,1.0,2.5350746984524526,3.0,4.0,1.0,1.0,1.0,0.0,0,0.32799293786766337
6468,6.0,1.0,0.0,2.524977524647276,8.0,2.0,1.0,0.0,1.0,1.0,1,0.7115766318413296
857,4.0,1.0,0.0,2.514581307060663,5.0,4.0,2.0,0.0,1.0,1.0,0,0.16869389601278914
4013,4.0,1.0,1.0,2.5985366483993895,9.0,1.0,2.0,1.0,1.0,0.0,0,0.09647368433667765
8439,2.0,0.8075550469608582,1.0,2.5529198211669426,8.807555046960859,0.0,1.0,1.0,0.0,2.0,1,0.924374901071809
9994,4.203907966529987,1.0,1.0,2.591437086347147,7.203907966529987,2.0,2.2039079665299863,0.0,1.0,1.0,1,0.9239767556264892
9474,4.0,0.0,0.6510374371460919,2.561647053555699,8.0,0.0,1.0,1.0,1.0,0.0,1,0.9815168546014649
5309,2.0,2.0,0.0,2.524977524647276,4.0,2.0,3.0,0.0,1.0,1.0,1,0.954346592976722
572,5.0,2.0,0.0,2.374572871755165,1.0,2.0,2.0,0.0,1.0,1.0,0,0.06376380087420552
7893,3.829060713601149,0.0,0.17093928639885092,2.485734429490019,8.0,0.0,1.0,1.0,1.0,0.0,1,0.9928811347990231
6285,2.0,1.0,0.0,2.503869564022474,4.0,2.0,1.0,0.0,1.0,1.0,0,0.49156847950120464
3605,3.0,1.0,0.0,2.444897673102868,8.0,2.0,2.0,1.0,1.0,0.0,0,0.008018616404692354
1775,6.0,2.0,1.0,2.7830001641318494,8.0,2.0,2.0,1.0,0.0,2.0,0,0.11801362552136542
67,3.0,0.0,1.0,2.374572871755165,2.0,4.0,2.0,0.0,0.0,3.0,0,0.04699301794424654
7295,3.001435029026083,1.0,0.9985649709739168,2.503899854558652,1.0,2.0,4.0,0.9985649709739168,0.0,2.001435029026083,1,0.9348887838603028
9556,4.862111608485549,1.0,1.0,2.4625797636485913,3.0,2.0,1.0,0.0,1.0,1.0,1,0.670306699724098
6275,5.0,1.0,0.0,2.492824463854442,6.0,4.0,1.0,0.0,1.0,1.0,1,0.5690717997814737
42,5.0,2.0,1.0,2.4183424053220275,9.0,2.0,1.0,0.0,0.0,3.0,0,0.11551421087980046
11161,5.0,1.0,0.8286347331469851,2.4483751162579552,1.0,2.0,3.171365266853015,0.1713652668530149,0.0,2.828634733146985,1,0.9245206240072406
5139,5.0,1.0,0.0,2.342296594692339,6.0,2.0,2.0,1.0,0.0,2.0,0,0.016765532081057025
1258,3.0,2.0,1.0,2.404313823748339,0.0,2.0,2.0,1.0,1.0,0.0,0,0.004840860616177072
6547,4.0,1.0,1.0,2.4183424053220275,7.0,2.0,1.0,0.0,0.0,3.0,0,0.029910693881282112
4708,5.0,2.0,0.0,2.5448880909648666,3.0,2.0,1.0,0.0,1.0,1.0,1,0.8560589014409015
9270,4.0835374251676555,0.08353742516765561,0.0,2.521594720105172,0.08353742516765561,2.9164625748323445,3.0,1.0,1.0,0.0,1,0.9863503848472204
597,5.0,1.0,1.0,2.3587758197041415,6.0,4.0,1.0,0.0,1.0,1.0,0,0.0946254246345852
7201,5.348722537512227,2.0,0.0,2.6818470930803877,4.0,2.0,3.0,0.6512774624877731,0.0,2.348722537512227,1,1.0
5549,5.0,0.0,1.0,2.4574871831877636,6.0,2.0,1.0,0.0,0.0,3.0,0,0.18878187787718048
8869,5.0,0.0,1.0,2.5481637379784616,3.1739490189248465,4.0,1.0,0.17394901892484638,1.0,0.8260509810751536,1,0.9266929052493578
1194,4.0,1.0,1.0,2.4574871831877636,9.0,0.0,2.0,1.0,1.0,0.0,0,0.04531630258547608
1505,3.0,0.0,1.0,2.503869564022474,3.0,0.0,1.0,0.0,1.0,1.0,1,0.7900057362092475
9581,4.0,0.0,0.0,2.450312570351184,8.480302633133109,4.0,1.0,0.0,1.0,1.0,1,0.7272853150194827
4877,3.0,1.0,1.0,2.5448880909648666,0.0,2.0,2.0,0.0,0.0,3.0,0,0.2399023843707035
3880,3.0,2.0,1.0,2.202163620820217,6.0,2.0,2.0,0.0,0.0,3.0,0,0.022657837736020908
595,4.0,2.0,0.0,2.7270409433711076,0.0,2.0,1.0,1.0,0.0,2.0,0,0.1630023451030035
5779,3.0,1.0,1.0,2.503869564022474,2.0,0.0,1.0,1.0,1.0,0.0,0,0.06246342878686022
3831,5.0,1.0,0.0,2.4574871831877636,8.0,0.0,1.0,0.0,0.0,3.0,0,0.21645143030086098
358,4.0,0.0,0.0,2.65891420651245,6.0,4.0,1.0,0.0,0.0,3.0,1,0.9883327655871449
1026,3.0,1.0,1.0,2.444897673102868,6.0,2.0,2.0,0.0,1.0,1.0,0,0.01891508632014961
5900,2.0,0.0,0.0,2.7098562843617664,9.0,4.0,2.0,1.0,1.0,0.0,1,0.5370062987092808
7268,3.0,1.0,0.0,2.631825200343971,6.0,2.0,1.0,0.0,1.0,1.0,1,0.9959212376933896
2698,3.0,1.0,1.0,2.404313823748339,5.0,2.0,2.0,1.0,1.0,0.0,0,0.004038577456298975
724,5.0,1.0,1.0,2.7098562843617664,5.0,2.0,1.0,1.0,1.0,0.0,0,0.13229929496378462
4751,5.0,1.0,0.0,2.469655202750048,2.0,2.0,2.0,1.0,1.0,0.0,1,0.35825917995647977
6830,4.0,1.0,0.0,2.590160680985161,4.0,3.0,1.0,0.0,0.0,3.0,0,0.5490172914770072
386,4.0,2.0,0.0,2.503869564022474,2.0,3.0,1.0,1.0,0.0,2.0,0,0.21429702976000542
5494,2.0,2.0,0.0,2.225445051482812,10.0,3.0,2.0,1.0,0.0,2.0,1,0.4268281479546966
10447,4.0,1.0,0.0,2.4021989017283585,7.0,2.0,1.7400814177638506,1.0,1.0,0.0,1,0.8875165534184521
3655,3.0,0.0,1.0,2.469655202750048,1.0,2.0,1.0,1.0,1.0,0.0,1,0.48126434206927665
1826,2.0,2.0,0.0,2.572762252517431,8.0,4.0,1.0,0.0,1.0,1.0,0,0.5374936478188721
3679,4.0,1.0,1.0,2.444897673102868,1.0,2.0,2.0,1.0,1.0,0.0,0,0.0025409530900967984
4204,5.0,1.0,0.0,2.524977524647276,0.0,2.0,2.0,0.0,1.0,1.0,0,0.07846645354532251
10171,5.0,1.0,0.0,2.6318560408409732,3.0,2.0,1.0,0.0,1.0,1.0,1,0.9978902953586499
7209,4.0,1.0,0.3813364185667565,2.5629937327075645,3.0,2.0,1.0,1.0,0.0,2.0,1,0.9790792198770214
7077,3.7621786399081656,2.0,0.0,2.363930381919959,3.0,2.0,3.0,0.0,1.0,1.0,1,0.9757664677127681
8830,4.0,0.6311839576508049,0.3688160423491951,2.501212927465652,1.0,3.0,1.631183957650805,0.0,0.0,3.0,1,0.995253164556962
8442,4.768320940477382,1.0,0.7683209404773821,2.58288384855784,10.0,2.0,3.0,0.0,1.0,1.0,1,0.9873216797267429
4740,3.0,1.0,0.0,2.4574871831877636,3.0,2.0,2.0,0.0,0.0,3.0,0,0.11035358070275966
6213,4.0,1.0,0.0,2.4318593876580854,10.0,2.0,2.0,1.0,0.0,2.0,0,0.016363570674166678
5861,2.0,1.0,0.0,2.202163620820217,10.0,2.0,2.0,0.0,0.0,3.0,0,0.07310850087283444
182,5.0,1.0,0.0,2.481426676229533,1.0,2.0,2.0,0.0,0.0,3.0,0,0.08866362687589711
825,3.0,1.0,0.0,2.389737358340596,9.0,1.0,1.0,0.0,1.0,1.0,0,0.12786149250026266
9121,3.0,0.9861558977294753,1.0,2.544468520749006,3.0,1.0,1.0,0.0,1.0,1.0,1,0.9315852669242075
2220,4.0,0.0,1.0,2.444897673102868,6.0,0.0,1.0,1.0,1.0,0.0,0,0.22946433423384205
4522,3.0,1.0,1.0,2.492824463854442,3.0,2.0,2.0,0.0,1.0,1.0,0,0.07552198243183664
8791,4.0,1.0,1.0,2.6180959498550473,9.0,2.5478462088563316,1.0,0.0,1.0,1.0,1,0.9778834626769337
10226,4.0,1.0,0.41605114695098644,2.5332613386001532,4.0,2.0,1.0,1.0,0.0,2.0,1,0.976410324825597
209,3.0,1.0,0.0,2.6067097709889424,6.0,0.0,1.0,1.0,1.0,0.0,1,0.6547994029425526
8185,3.882149487133066,1.0,1.0,2.653702219262687,8.0,2.0,1.882149487133066,1.0,0.0,2.0,1,0.9343741923460837
3291,3.0,0.0,1.0,2.444897673102868,3.0,4.0,1.0,1.0,0.0,2.0,0,0.26198367214857077
9784,4.0,2.0,0.301625572363157,2.5051996520387294,9.301625572363157,2.0,2.301625572363157,0.0,0.0,3.0,1,0.9530740305032931
10876,4.0,1.0,1.0,2.591519451312366,8.917894559344694,3.0,1.0,0.0,1.0,1.0,1,0.9372181584858426
4216,3.0,1.0,0.0,2.5350746984524526,8.0,4.0,1.0,1.0,0.0,2.0,0,0.3248451728380306
4689,4.0,1.0,1.0,2.307063035651694,0.0,3.0,1.0,0.0,1.0,1.0,0,0.050393523494789316
7678,3.0,1.0,1.0,2.6150297163457927,5.99229131331429,2.0,1.0,0.0,0.0,3.0,1,0.9639174487863597
2991,3.0,2.0,1.0,2.6448209702670016,3.0,1.0,1.0,1.0,0.0,2.0,1,0.5374949527781463
962,4.0,0.0,0.0,2.590160680985161,0.0,2.0,1.0,0.0,1.0,1.0,1,0.8492652299458098
8300,5.0,0.0,0.0,2.5559668570660237,8.812652598843606,0.0,1.1873474011563936,0.0,1.0,1.0,1,0.9812230888336055
1875,3.0,2.0,1.0,2.4574871831877636,4.0,2.0,1.0,1.0,0.0,2.0,0,0.12886567848753117
9813,2.781034777397478,1.0,1.0,2.5703160939634464,5.0,2.0,1.781034777397478,1.0,1.0,0.0,1,0.9791997906046874
998,4.0,1.0,1.0,2.481426676229533,6.0,2.0,2.0,0.0,0.0,3.0,0,0.008668416468118627
2300,4.0,2.0,1.0,2.4183424053220275,5.0,4.0,2.0,0.0,1.0,1.0,0,0.08875137612058094
3160,3.0,2.0,1.0,2.6067097709889424,3.0,2.0,2.0,1.0,0.0,2.0,0,0.16840401323029902
3424,2.0,0.0,1.0,2.307063035651694,5.0,2.0,1.0,1.0,1.0,0.0,0,0.0989157940616772
7191,4.368904653627959,0.6310953463720407,0.0,2.5708343658514132,10.0,4.0,1.0,1.0,0.0,2.0,1,0.9505303540672119
3269,4.0,0.0,1.0,2.404313823748339,7.0,2.0,1.0,0.0,1.0,1.0,0,0.2539887393821941
2435,6.0,1.0,0.0,2.4318593876580854,1.0,2.0,2.0,0.0,0.0,3.0,0,0.03982186217852637
3294,4.0,1.0,1.0,2.514581307060663,10.0,2.0,1.0,1.0,0.0,2.0,0,0.5167529592135843
699,2.0,1.0,0.0,2.5985366483993895,1.0,2.0,1.0,1.0,0.0,2.0,1,0.7387951604987857
9252,3.3149623904222674,2.0,1.0,2.470079102510483,4.0,0.0,1.0,1.0,1.0,0.0,1,0.4949966031690962
3081,4.0,1.0,0.0,2.7638067300067926,10.0,2.0,2.0,1.0,0.0,2.0,0,0.13063461280135027
4879,2.0,1.0,0.0,2.444897673102868,10.0,0.0,1.0,1.0,1.0,0.0,0,0.13569148726720145
9325,3.347573214318502,0.0,0.0,2.5512361019206993,3.347573214318502,4.0,1.0,0.0,0.0,3.0,1,0.974301715851957
5451,4.0,1.0,1.0,2.503869564022474,0.0,2.0,1.0,0.0,1.0,1.0,0,0.19514042137918416
4309,5.0,2.0,1.0,2.389737358340596,0.0,2.0,1.0,1.0,1.0,0.0,0,0.03667293914408583
8455,4.791952469350332,1.0,0.0,2.5269252316913655,7.0,2.0,2.0,0.0,1.0,1.0,1,0.5697762117558661
7243,4.0,0.0,1.0,2.4327866767152857,3.0,4.0,1.0,1.0,1.0,0.0,1,0.606242445504123
5676,3.0,1.0,0.0,2.5637191659191334,6.0,2.0,1.0,0.0,1.0,1.0,1,0.9499733693748957
4953,3.0,0.0,1.0,2.492824463854442,6.0,2.0,1.0,0.0,1.0,1.0,0,0.5501169645801378
1688,5.0,2.0,1.0,2.737996495258342,8.0,2.0,1.0,1.0,1.0,0.0,1,0.41604625420561875
6152,3.0,0.0,0.0,2.524977524647276,6.0,2.0,2.0,1.0,0.0,2.0,0,0.1535899218056702
4729,4.0,1.0,0.0,2.2683401851981295,1.0,2.0,1.0,0.0,1.0,1.0,0,0.06636132676821023
8084,3.382747464031704,1.0,0.0,2.6216369868967355,9.0,2.0,2.0,1.0,0.0,2.0,1,0.6561652033668236
3479,6.0,0.0,0.0,2.554431860990937,6.0,0.0,1.0,0.0,0.0,3.0,1,0.8009887144381348
3384,4.0,1.0,1.0,2.288176324422878,5.0,2.0,2.0,0.0,1.0,1.0,0,0.001602827552194641
4733,4.0,0.0,0.0,2.3587758197041415,3.0,2.0,1.0,1.0,0.0,2.0,0,0.17705293051189902
6298,4.0,1.0,1.0,2.342296594692339,2.0,2.0,2.0,1.0,0.0,2.0,0,0.0026323360184119676
6916,4.0,0.0,1.0,2.524977524647276,8.0,4.0,2.0,0.0,1.0,1.0,0,0.1036672290525114
6824,4.0,1.0,1.0,2.5350746984524526,0.0,2.0,2.0,1.0,1.0,0.0,0,0.026149153857642316
8909,3.1920225271955944,0.0,0.0,2.4883754437839216,8.0,2.8079774728044056,2.8079774728044056,0.0,1.0,1.0,1,0.9767289392318782
1272,3.0,1.0,1.0,2.492824463854442,6.0,4.0,2.0,0.0,1.0,1.0,0,0.060141580283789395
342,5.0,1.0,0.0,2.6224819363729917,8.0,0.0,2.0,1.0,0.0,2.0,1,0.46327206992359254
4546,4.0,1.0,0.0,2.2683401851981295,9.0,0.0,2.0,1.0,0.0,2.0,0,0.030977825918208794
10215,4.0,2.0,0.0,2.5902315940464646,8.809085196179772,2.1909148038202275,1.0,0.0,0.0,3.0,1,0.8640538573771811
8196,3.980812703269017,0.0,1.0,2.535262990926526,0.0,0.0,1.0,0.0,1.0,1.0,1,0.992682976306394
3431,3.0,1.0,0.0,2.514581307060663,4.0,2.0,2.0,1.0,1.0,0.0,0,0.06331142009473888
5033,3.0,2.0,0.0,2.481426676229533,2.0,2.0,2.0,0.0,1.0,1.0,0,0.07364666838302061
3802,3.0,1.0,1.0,2.469655202750048,3.0,2.0,2.0,1.0,1.0,0.0,0,0.004047850883293921
6973,3.0,1.0,0.0,2.554431860990937,10.0,1.0,1.0,0.0,1.0,1.0,1,0.6607049424418726
2412,4.0,1.0,1.0,2.4574871831877636,1.0,1.0,1.0,1.0,1.0,0.0,0,0.10570347870050026
10589,3.0,0.10478466915181317,0.0,2.5375352804465523,6.0,4.0,1.0,0.0,1.0,1.0,1,0.9872378851809231
2411,3.0,1.0,0.0,2.6519433518751416,8.0,4.0,1.0,1.0,1.0,0.0,0,0.28658587708877714
9629,3.0,1.5971495925511234,1.0,2.4686545233878623,0.40285040744887657,2.0,3.4028504074488763,1.0,0.0,2.0,1,0.864727484760453
2534,3.0,0.0,0.0,2.492824463854442,0.0,2.0,1.0,1.0,1.0,0.0,1,0.6535019704315514
7614,4.0,1.0,0.0,2.575668031489254,6.0,2.0,1.5185064536951525,0.0,1.0,1.0,1,0.9932877776232206
10292,4.414539429440438,1.0,0.0,2.611619620348171,3.0,2.0,1.0,0.0,1.0,1.0,1,0.9989715189873418
10035,5.315331217649633,0.6846687823503673,0.6846687823503673,2.5901887887599706,6.315331217649633,4.0,1.0,1.0,0.0,2.0,1,0.9734608455862914
1554,4.0,0.0,0.0,2.503869564022474,9.0,4.0,1.0,0.0,1.0,1.0,0,0.5222672799935014
898,3.0,2.0,0.0,2.4183424053220275,8.0,0.0,2.0,0.0,1.0,1.0,1,0.4316734883534065
8126,4.0,1.0,0.006101319080798029,2.5245657445391596,5.006101319080798,1.0,1.0,1.0,1.0,0.0,1,0.8410556236870554
2531,5.0,2.0,1.0,2.177482076665396,3.0,2.0,2.0,1.0,0.0,2.0,0,0.018502993758950575
4979,5.0,0.0,1.0,2.374572871755165,9.0,2.0,2.0,0.0,0.0,3.0,0,0.022292933000255574
6123,4.0,2.0,0.0,2.492824463854442,9.0,2.0,2.0,1.0,1.0,0.0,0,0.0532472966761872
9766,4.0,0.0,0.0,2.5747785687757876,3.0,0.0,1.0,1.0,1.0,0.0,1,0.9688816731584786
6937,6.0,2.0,0.0,2.469655202750048,1.0,4.0,2.0,1.0,0.0,2.0,0,0.26303180926618236
217,4.0,1.0,1.0,2.389737358340596,9.0,2.0,2.0,0.0,1.0,1.0,0,0.00627431640089868
3707,4.0,1.0,0.0,2.4183424053220275,4.0,2.0,2.0,0.0,1.0,1.0,0,0.0072392797076341366
9760,2.8990378183845036,0.0,1.0,2.5026517406861593,3.0,4.0,1.0,0.0,1.0,1.0,1,0.9043810656191615
3025,3.0,1.0,0.0,2.307063035651694,6.0,3.0,1.0,0.0,0.0,3.0,0,0.1533248979262911
8577,3.734310283935957,1.0,0.0,2.500934994494931,10.0,2.0,1.0,0.0,1.0,1.0,1,0.6473904391668042
6753,5.0,0.0,1.0,2.3587758197041415,4.0,2.0,2.0,1.0,0.0,2.0,0,0.03232425874365561
8559,4.307187499573316,1.0,0.0,2.612754613503348,6.0,2.0,1.0,0.0,1.0,1.0,1,0.9869829582954656
